warehouse_source,country,category,subcategory,records,buyers,median_estimated_value,median_bidders,one_bidder_rows
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Building maintenance and repair services *Facility maintenance and repair services,1,1,,,0
Canada federal,Canada,Other,*Accommodation furniture *Chairs *Lockers *Office furniture *Panel systems *Lounge seating,1,1,,,0
Canada federal,Canada,Other,*Non alcoholic beverages,1,1,,,0
Canada federal,Canada,Other,*Roof framing service *Roofing and siding and sheet metal services *Roofing service,1,1,,,0
Canada federal,Canada,Other,*Service Industry Machinery and Equipment and Supplies *Food preparation equipment,1,1,,,0
Canada federal,Canada,Other,*Loading ramps,1,1,,,0
Canada federal,Canada,Other,*Steel framework *Industrial buildings and structures *Prefabricated buildings and structures,1,1,,,0
Canada federal,Canada,Other,*Floor machines and accessories *Floor scrubbers,1,1,,,0
Canada federal,Canada,Other,*Air conditioning installation or maintenance or repair service *Heating and cooling and air conditioning HVAC construction and maintenance services *Electrical system services,1,1,,,0
Canada federal,Canada,Other,*Purification,1,1,,,0
Canada federal,Canada,Other,*Nonresidential building construction services *New industrial building and warehouse construction services,1,1,,,0
Canada federal,Canada,Other,*Insects,1,1,,,0
Canada federal,Canada,Other,*Education and Training Services *Vocational training *Scientific vocational training services *Specialized educational services,1,1,,,0
Canada federal,Canada,Other,*Certified emission reduction CER unit,1,1,,,0
Canada federal,Canada,Other,*Audio visual equipment accessories *Audio visual services,1,1,,,0
Canada federal,Canada,Other,*Paving slab *Landscaping services *Commercial and office building new construction service *Highway and road paving service *Underground utilities construction service *Demolition services *Environmental decontamination services,1,1,,,0
Canada federal,Canada,Other,*Gymnastics and boxing equipment,1,1,,,0
Canada federal,Canada,Other,*Electrical system services *Electrical and electronic engineering,1,1,,,0
Canada federal,Canada,Other,*Transportation repair parts kits *Clutch parts and accessories *Automotive and light truck maintenance and repair *Heavy truck maintenance and repair,1,1,,,0
Canada federal,Canada,Other,*Mold abatement service,1,1,,,0
Canada federal,Canada,Other,*Data Voice or Multimedia Network Equipment or Platforms and Accessories *Telecommunication tower or support,1,1,,,0
Canada federal,Canada,Other,*Commercial marine craft *Vessel docking services,1,1,,,0
Canada federal,Canada,Other,*Cameras *Low light camera *Infrared camera,1,1,,,0
Canada federal,Canada,Other,*Railway engineering,1,1,,,0
Canada federal,Canada,Other,*Marine craft systems and subassemblies *Water transport vessel maintenance and repair services *Electrical engineering services,1,1,,,0
Canada federal,Canada,Other,*Electrical Systems and Lighting and Components and Accessories and Supplies *Lighting Fixtures and Accessories *Lighting accessories *Lighting controls,1,1,,,0
Canada federal,Canada,Other,*Bar code reader equipment *Optical mark reader,1,1,,,0
Canada federal,Canada,Other,*Electrical equipment and components and supplies *Power conditioning equipment,1,1,,,0
Canada federal,Canada,Other,*Professional engineering services *Airport engineering,1,1,,,0
Canada federal,Canada,Other,*Computer printers *Plotter printers,1,1,,,0
Canada federal,Canada,Other,*Plumbing system maintenance or repair *Landscaping services *Infrastructure maintenance and repair services *Commercial and office building renovation and repair service *Heating and cooling and air conditioning HVAC installation and maintenance service *Electric power system construction service *Plastering and drywall services *Carpentry services *Window and door installation and erection services *Roofing service,1,1,,,0
Canada federal,Canada,Other,*Jacks,1,1,,,0
Canada federal,Canada,Other,*Aircraft hydraulic systems,1,1,,,0
Canada federal,Canada,Other,*Automotive chassis,1,1,,,0
Canada federal,Canada,Other,*Nails,1,1,,,0
Canada federal,Canada,Other,*Measuring and observing and testing instruments *Viewing and observing instruments and accessories,1,1,,,0
Canada federal,Canada,Other,*Marine construction services *Naval architecture,1,1,,,0
Canada federal,Canada,Other,*Natural aggregate,1,1,,,0
Canada federal,Canada,Other,*Building maintenance and repair services *Disaster proofing or contingency services *Roof framing service,1,1,,,0
Canada federal,Canada,Other,*Dairy products and eggs *Milk and butter products *Cheese,1,1,,,0
Canada federal,Canada,Other,*Hooks,1,1,,,0
Canada federal,Canada,Other,*Pipeline inline inspection service *Equipment inspection service *Plumbing or sewer inspection service,1,1,,,0
Canada federal,Canada,Other,*Roofing accessories *Roof framing service *Roofing and siding and sheet metal services,1,1,,,0
Canada federal,Canada,Other,*Target or reconnaissance drones *Recreational drone,1,1,,,0
Canada federal,Canada,Other,*Agriculture and forestry and other natural resources training services,1,1,,,0
Canada federal,Canada,Other,*Remittance processing services,1,1,,,0
Canada federal,Canada,Other,*Fencing *Building site preparation services,1,1,,,0
Canada federal,Canada,Other,*Oil or gas crew boat *Inflatable rubber boat,1,1,,,0
Canada federal,Canada,Other,*Software or hardware engineering *Computer programmers *System and system component administration services *Application or technology research and development service *Information Technology Service Delivery,1,1,,,0
Canada federal,Canada,Other,*Synthetic fabrics,1,1,,,0
Canada federal,Canada,Other,*Athletic and recreational facility construction services *Specialty building and trades services,1,1,,,0
Canada federal,Canada,Other,*Manufacturing equipment maintenance and repair services *Manufacturing equipment maintenance services *Baking and heating equipment maintenance and repair service,1,1,,,0
Canada federal,Canada,Other,*Fencing *Specialty steel sheets,1,1,,,0
Canada federal,Canada,Other,*Wool fabrics,1,1,,,0
Canada federal,Canada,Other,*Hats,1,1,,,0
Canada federal,Canada,Other,*Exhaust and emission controls *Diesel engines,1,1,,,0
Canada federal,Canada,Other,*Storage and handling equipment and supplies *Industrial storage units *Furniture storage,1,1,,,0
Canada federal,Canada,Other,*Bridge expansion joint *Nonresidential building construction services *Highway and road maintenance service *Bridge construction and repair service *Bridge painting service *Civil engineering *Highway engineering,1,1,,,0
Canada federal,Canada,Other,*Medical Equipment and Accessories and Supplies *Patient exam and monitoring products *Diagnostic assessment and exam products for general use *Neurological exam products *Cognitive and dexterity and perceptual and sensory evaluation and therapy products,1,1,,,0
Canada federal,Canada,Other,*Electrical Systems and Lighting and Components and Accessories and Supplies *Airport runway construction service *Electrical system services *Electric power system construction service,1,1,,,0
Canada federal,Canada,Other,*Gas detectors *Toxic gas detection services,1,1,,,0
Canada federal,Canada,Other,*Gravel or dirt road construction service *Dam engineering,1,1,,,0
Canada federal,Canada,Other,"*Training process as a service *Training planning, facilitation and delivery services",1,1,,,0
Canada federal,Canada,Other,*Tanks and cylinders and their accessories,1,1,,,0
Canada federal,Canada,Other,*Hoist construction service,1,1,,,0
Canada federal,Canada,Other,*Fishing and aquaculture equipment *Commercial marine craft *Fishing boats *Coast guard boat or cutter *Fishery research ship *Marine craft systems and subassemblies *Transportation repair or maintenance services,1,1,,,0
Canada federal,Canada,Other,*Building and Facility Construction and Maintenance Services *Building and facility maintenance and repair services *Roofing service,1,1,,,0
Canada federal,Canada,Other,*Barges,1,1,,,0
Canada federal,Canada,Other,*Separators,1,1,,,0
Canada federal,Canada,Other,*Salvage ships *Safety and rescue water craft *Water transport vessel maintenance and repair services,1,1,,,0
Canada federal,Canada,Other,*Electric vehicle charging systems *Electrical system services,1,1,,,0
Canada federal,Canada,Other,*Building and Facility Construction and Maintenance Services *Infrastructure building and surfacing and paving services,1,1,,,0
Canada federal,Canada,Other,*Drainage services *Digging services,1,1,,,0
Canada federal,Canada,Other,*Hoist construction service *Crane maintenance and repair service,1,1,,,0
Canada federal,Canada,Other,*Architectural engineering *Coastal engineering,1,1,,,0
Canada federal,Canada,Other,*Lifeboats or liferafts *Scuba and snorkeling gear *Radio frequency transmitters or receivers,1,1,,,0
Canada federal,Canada,Other,*Solvents,1,1,,,0
Canada federal,Canada,Other,"*Helmet, bullet proof",1,1,,,0
Canada federal,Canada,Other,*Military rotary wing aircraft,1,1,,,0
Canada federal,Canada,Other,*Batteries and cells and accessories *Antenna accessory *Radios,1,1,,,0
Ireland,Ireland,Other,Rooflights.,1,1,,,0
TED,PAN,Other,UNKNOWN,1,1,1680000.0,,0
Canada federal,Canada,Other,*Harness goods,1,1,,,0
Canada federal,Canada,Other,*Agricultural and forestry and landscape machinery and equipment *Agricultural tractors,1,1,,,0
Canada federal,Canada,Other,*Audit software,1,1,,,0
Canada federal,Canada,Other,*Packings glands boots and covers *Lighting Fixtures and Accessories *Power conditioning equipment *Valves *Pipe piping and pipe fittings,1,1,,,0
Canada federal,Canada,Other,*Compressor parts or accessories,1,1,,,0
Canada federal,Canada,Other,*Additives *Packings glands boots and covers *Gaskets *Electrical switches and accessories *Valves *Hoses *Pipe piping and pipe fittings *Fire fighting equipment *Printed media *Signage and accessories,1,1,,,0
Canada federal,Canada,Other,*Blocks or pulleys,1,1,,,0
Ireland,Ireland,Other,Water-sports equipment.,1,1,220000.0,,0
Canada federal,Canada,Other,*Disinfection *Cleaning and janitorial services *General building and office cleaning and maintenance services *Building cleaning services *Building component cleaning services,1,1,,,0
TED,GAB,Creative / communications,Design / publishing,1,1,500000.0,,0
Canada federal,Canada,Other,*Ammunition handling systems,1,1,,,0
Ireland,Ireland,Other,Glazing work.,1,1,1.0,,0
Canada federal,Canada,Other,*Electrical wire *Electrical cable and accessories *Network service equipment,1,1,,,0
Canada federal,Canada,Other,*Hardware *Packings glands boots and covers *Seals *Valves *Pipe piping and pipe fittings,1,1,,,0
Canada federal,Canada,Other,*Bearings and bushings and wheels and gears,1,1,,,0
Canada federal,Canada,Other,*Headphones,1,1,,,0
Canada federal,Canada,Other,*Hardware *Miscellaneous hardware *Electrical switches and accessories,1,1,,,0
Canada federal,Canada,Other,*Paper shredding machines or accessories *Paper shredder bag *Cassette or tape shredders,1,1,,,0
Canada federal,Canada,Other,*Compressors *Compressor parts or accessories *Filter assembly,1,1,,,0
Canada federal,Canada,Other,*Electrical equipment and components and supplies *Measuring and observing and testing instruments *Indicating and recording instruments *Computer Equipment and Accessories,1,1,,,0
Canada federal,Canada,Other,*Industrial machinery components and accessories *Electric furnace *Process camera *Inspection camera *Infrared camera,1,1,,,0
Canada federal,Canada,Other,*System boards processors interfaces or modules,1,1,,,0
Canada federal,Canada,Other,*Geophysical and geotechnical instruments *Engineering equipment maintenance services *Engineering and Research and Technology Based Services *Geotechnical or geoseismic engineering,1,1,,,0
Canada federal,Canada,Other,*Electric alternating current AC motors *Miscellaneous hardware *Hoses *Pressure measuring and control instruments,1,1,,,0
Canada federal,Canada,Other,*Storage tanks *Filters,1,1,,,0
Canada federal,Canada,Other,*Kinetic power transmission,1,1,,,0
Canada federal,Canada,Other,*Tool kits,1,1,,,0
Canada federal,Canada,Other,*Frigates *Pneumatic machinery and equipment *Pneumatic and hydraulic and electric control systems,1,1,,,0
Canada federal,Canada,Other,*Coastal engineering,1,1,,,0
Canada federal,Canada,Other,*Turbine engines,1,1,,,0
Ireland,Ireland,Other,Hotel construction work.,1,1,450000.0,,0
Canada federal,Canada,Other,*Miscellaneous hardware,1,1,,,0
Canada federal,Canada,Other,*Vehicle bodies and trailers *Automotive chassis,1,1,,,0
Canada federal,Canada,Other,*Hardware *Valves *Pipe piping and pipe fittings *Pressure measuring and control instruments,1,1,,,0
Canada federal,Canada,Other,*Chairs *Dining table,1,1,,,0
Canada federal,Canada,Other,*Engine components and accessories,1,1,,,0
Canada federal,Canada,Other,*Marine craft systems and subassemblies *Diesel engines *Pumps,1,1,,,0
Canada federal,Canada,Other,*Liquid and solid and elemental analyzers *Geophysical and geotechnical instruments,1,1,,,0
Canada federal,Canada,Other,*Ladders and scaffolding accessories *Ropes,1,1,,,0
Canada federal,Canada,Other,*Valve box or valve room,1,1,,,0
Canada federal,Canada,Other,*Power supply outlet strip *Fixed network equipment and components *Network service equipment,1,1,,,0
Canada federal,Canada,Other,*Air or gas tanks or cylinders *Production statistics collection or analysis services,1,1,,,0
Canada federal,Canada,Other,*Traps and strainers,1,1,,,0
Canada federal,Canada,Other,*Diaphragms,1,1,,,0
Canada federal,Canada,Other,*Gaskets *Diaphragm seals *Valves,1,1,,,0
Canada federal,Canada,Other,*Life buoy,1,1,,,0
Canada federal,Canada,Other,*Power generation,1,1,,,0
Canada federal,Canada,Other,*Combination audio mixer and amplifier,1,1,,,0
Canada federal,Canada,Other,*Electronic hardware and component parts and accessories *Electrical transmission and distribution equipment *Fans *System boards processors interfaces or modules *Motherboards *Transceivers and media converters *Solid state drive SSD *Computer servers *Network switches *License management software,1,1,,,0
Canada federal,Canada,Other,*Atomic and nuclear energy machinery and equipment *Robot components *Electronic hardware and component parts and accessories *Lighting Fixtures and Accessories *Electrical hardware and supplies *Electrical switches and accessories *Tube fittings,1,1,,,0
Canada federal,Canada,Other,*Clinical and diagnostic analyzer reagents *Manual test kits and quality controls and calibrators and standards,1,1,,,0
Canada federal,Canada,Other,*Energy or utility consulting service *Space engineering service,1,1,,,0
Canada federal,Canada,Other,*Land and soil preparation and management and protection *Landscape protection services *Environmental decontamination services *Soil pollution,1,1,,,0
Canada federal,Canada,Other,*Batteries and generators and kinetic power transmission *Portable generator maintenance and or repair service,1,1,,,0
Canada federal,Canada,Other,*Industrial Manufacturing and Processing Machinery and Accessories *Industrial machinery components and accessories *Electric furnace *Laboratory furnaces and accessories,1,1,,,0
Canada federal,Canada,Other,*Semiconductor devices *Lamps and lightbulbs *Instrument parts and accessories *System Cards *Computers,1,1,,,0
Canada federal,Canada,Other,*Printed circuits and integrated circuits and microassemblies *Electrical lugs plugs and connectors *Electrical switches and accessories *Personal communications device accessories or parts *Alarm systems,1,1,,,0
Canada federal,Canada,Other,*Cafeteria services *Hotels and motels and inns *Amateur and recreational sports,1,1,,,0
Canada federal,Canada,Other,*Marine transport *Fisheries operations *Marine engineering,1,1,,,0
Canada federal,Canada,Other,*Pharmaceutical industry machinery and equipment and supplies,1,1,,,0
Canada federal,Canada,Other,*Air or gas tanks or cylinders *Valves,1,1,,,0
Ireland,Ireland,Other,Canoes.,1,1,,,0
Canada federal,Canada,Other,*Submarines *Submarine tenders *Gaskets,1,1,,,0
Ireland,Ireland,Other,Burglar-alarm systems.,1,1,2500000.0,,0
Canada federal,Canada,Other,*Fire sprinkler heads,1,1,,,0
Canada federal,Canada,Other,*Engineering and Research and Technology Based Services *Landscape architecture and design service,1,1,,,0
Ireland,Ireland,Other,Landscaping work for golf courses.,1,1,65000.0,,0
Ireland,Ireland,Other,Toxic waste disposal services except radioactive waste and contaminated soil.,1,1,150000.0,,0
Canada federal,Canada,Other,*Assembly machines *Metal nets and screening structures *Sprockets,1,1,,,0
Canada federal,Canada,Other,*Boiler pressure controller maintenance or repair or operation *Equipment inspection service,1,1,,,0
Ireland,Ireland,Other,Battery packs.,1,1,150000.0,,0
Canada federal,Canada,Other,*Insulation *Hardware *Electrical equipment and components and supplies *Laboratory supplies and fixtures *Computer Equipment and Accessories *Gambling or wagering equipment,1,1,,,0
Canada federal,Canada,Other,*Rubber and elastomers *Marine craft systems and subassemblies *Hardware,1,1,,,0
Canada federal,Canada,Other,*Farming and Fishing and Forestry and Wildlife Machinery and Accessories *Agricultural machinery for soil preparation *Irrigation systems and equipment,1,1,,,0
Canada federal,Canada,Other,*Rugs and mats *Floor cleaning services,1,1,,,0
Canada federal,Canada,Other,*Military watercraft,1,1,,,0
Canada federal,Canada,Other,*Electronic hardware and component parts and accessories *Furnaces *Fireplaces and accessories *Clinical chemistry substrates,1,1,,,0
Canada federal,Canada,Other,*Marine craft systems and subassemblies *Hardware,1,1,,,0
Canada federal,Canada,Other,*Farming and Fishing and Forestry and Wildlife Machinery and Accessories *Structures and Building and Construction and Manufacturing Components and Supplies *Safety fence and net for rock drop *Blocks *Building and Facility Construction and Maintenance Services *Rock removal service *Agricultural and farming and fishing buildings and structures,1,1,,,0
Canada federal,Canada,Other,*Key cabinets or organizers *Lockers,1,1,,,0
Canada federal,Canada,Other,*Marine Training,1,1,,,0
Canada federal,Canada,Other,*Plant fibers,1,1,,,0
Ireland,Ireland,Other,Museum-exhibition services.,1,1,135000.0,,0
Canada federal,Canada,Other,"*Trailer, travel or caravan *Vehicle bodies and trailers *Automotive chassis",1,1,,,0
Canada federal,Canada,Other,"*Trailer, travel or caravan *Flatbed truck *Vehicle bodies and trailers",1,1,,,0
Canada federal,Canada,Other,*Wire working machinery and equipment and accessories,1,1,,,0
Canada federal,Canada,Other,*All terrain vehicles tracked or wheeled *Truck tractors,1,1,,,0
Canada federal,Canada,Other,*Heat pumps *Portable generator maintenance and or repair service *Heating and cooling and air conditioning HVAC construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Motor vehicles *Road sweeper,1,1,,,0
Canada federal,Canada,Other,*Motor vehicles *Specialized and recreational vehicles,1,1,,,0
Canada federal,Canada,Other,*Roofing and siding and sheet metal services *Ceiling erection and repair service,1,1,,,0
Canada federal,Canada,Other,*Structures and Building and Construction and Manufacturing Components and Supplies *Roads and landscape *Water and wastewater treatment supply and disposal *Dam engineering,1,1,,,0
Canada federal,Canada,Other,*Air conditioning installation or maintenance or repair service *Boiler and furnace construction and maintenance services *Heating and cooling and air conditioning HVAC construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,"*Surface data logging equipment *Mechanical surface treatment machines *Trailer, travel or caravan *Vehicle bodies and trailers",1,1,,,0
Canada federal,Canada,Other,"*Loading equipment *Trailer, travel or caravan *Trailer, mobile classroom",1,1,,,0
Canada federal,Canada,Other,*Water treatment and supply equipment *Water purification equipment *Ultrafiltration equipment *Surface water pollution rehabilitation services,1,1,,,0
Canada federal,Canada,Other,*Floor scrubbers *Floor sweepers,1,1,,,0
Canada federal,Canada,Other,*Aircraft accumulators,1,1,,,0
Ireland,Ireland,Other,Non-hazardous refuse and waste treatment and disposal services.,1,1,300000.0,,0
Canada federal,Canada,Other,*Line heaters *Process air heaters *Space heaters *Strip heaters *Tubular heaters *Induction heaters *Boiler or heater igniter,1,1,,,0
Canada federal,Canada,Other,*Mechanized ground support systems *Blades or tooth or other cutting edges *Oil tank truck *Vehicle heater *Engine coolant system *Steering system *Gear units *Angle cutter *Reinforcing bar or rebar or mesh *Shafts *Washers *Gears *Mirrors *Radiators *Heater elements *Valves *Oil filters *Specialized pipe fittings and flanges *Tubes tubing and tube fittings *Tube adapter *Tube reducer *Transducers *Mirror assemblies *Belts or suspenders *Panel assemblies or sections,1,1,,,0
Ireland,Ireland,Other,Printing machinery.,1,1,120000.0,,0
Canada federal,Canada,Other,"*Trucks and Truck Tractors, Wheeled",1,1,,,0
Canada federal,Canada,Other,*Fixatives *Forklift or elevator accessories or supplies *Motor vehicles *Road sweeper *Snow plow truck *Vehicle doors *Vehicle windows and windshields *Hydraulic systems and components *Interior vehicle lighting *Steering system *Vehicle seating systems *Specialized vehicle systems and components *Miscellaneous fasteners *Packings glands boots and covers *Mirrors *Oil filters *Control unit *Camera kits,1,1,,,0
Canada federal,Canada,Other,*Marine craft systems and subassemblies *Drivetrain systems,1,1,,,0
Canada federal,Canada,Other,*Portable Structure Consolidating Components *Fixed network equipment and components *Radio access equipment *Radio antennas *Radio frequency data communication equipment,1,1,,,0
Canada federal,Canada,Other,*Information technology consultation services *Temporary personnel services,1,1,,,0
Canada federal,Canada,Other,*Fire sprinkler systems *Fire suppression system,1,1,,,0
Canada federal,Canada,Other,*Lead forgings *Lead assemblies,1,1,,,0
Canada federal,Canada,Other,*Radar antennas,1,1,,,0
Canada federal,Canada,Other,*Unmanned Aircraft,1,1,,,0
Canada federal,Canada,Other,*Educational facilities,1,1,,,0
Canada federal,Canada,Other,*Educational or reference software *Industry specific software *Operating environment software *Software or hardware engineering *System and system component administration services *Data services *Military services and national defense *Military science and research,1,1,,,0
Canada federal,Canada,Other,*Unmanned aerial vehicle *Network service equipment *Aerial cameras *Infrared camera *Electrical and electronic engineering *Software or hardware engineering *Military services and national defense *Military science and research,1,1,,,0
Canada federal,Canada,Other,*Hydrogen H *Storage vessels and tanks *Air or gas tanks or cylinders *Chemical tanks *Fuel storage tanks *Liquified gas tank or cylinder *Precooling and cold storage unit *Aircraft hybrid fuel storage systems *Transport fueling and vehicle storage and support services *Military science and research,1,1,,,0
Canada federal,Canada,Other,*Commercial marine craft *Liquid waste collection or processing or disposal *Sludge disposal,1,1,,,0
Canada federal,Canada,Other,*Specialized educational services *Restaurants and catering *Specialized accommodation services,1,1,,,0
Ireland,Ireland,Other,Ink.,1,1,,,0
Canada federal,Canada,Other,*Professional engineering services *Instrumented control systems design and engineering services,1,1,,,0
Canada federal,Canada,Other,*Office furniture *Guest seating *Executive seating *Lounge seating,1,1,,,0
Canada federal,Canada,Other,*Surveillance and detection equipment *Motion detectors *Security cameras,1,1,,,0
Canada federal,Canada,Other,*Transportation components and systems *Air transportation support systems and equipment *Aerospace systems and components and equipment *Aerospace location and navigation systems and components,1,1,,,0
Canada federal,Canada,Other,*Hazardous material decontamination *Lead based paint abatement or encapsulation,1,1,,,0
Canada federal,Canada,Other,*Garage doors and operators *Construction machinery and equipment rental or leasing services *Construction machinery rental or leasing service *Construction equipment rental or leasing service,1,1,,,0
Canada federal,Canada,Other,*Laboratory and scientific equipment *Laboratory blending and dispersing and homogenizing equipment and supplies *Laboratory heating and drying equipment,1,1,,,0
Canada federal,Canada,Other,*Agricultural and forestry and landscape machinery and equipment *Agricultural machinery for soil preparation,1,1,,,0
Canada federal,Canada,Other,*Vocational training *Military services and national defense *Accommodation buildings and structures,1,1,,,0
Canada federal,Canada,Other,*Vocational training *Accommodation buildings and structures,1,1,,,0
Canada federal,Canada,Other,*Software or hardware engineering *Data services,1,1,,,0
Canada federal,Canada,Other,"*Trailer, travel or caravan *Telecommunication tower or support",1,1,,,0
Canada federal,Canada,Other,*Business administration services *Management support services *Clerical services,1,1,,,0
Canada federal,Canada,Other,*Management advisory services *Business and corporate management consultation services *Project management,1,1,,,0
Canada federal,Canada,Other,*Technical diagrams or drawings *Technical drawing,1,1,,,0
Canada federal,Canada,Other,*Risk management consultation service *Supply chain analysis or re engineering services *Supply chain management,1,1,,,0
Canada federal,Canada,Other,*Batteries and generators and kinetic power transmission,1,1,,,0
Ireland,Ireland,Other,Environmental safety services.,1,1,,,0
Canada federal,Canada,Other,*Communication satellites *Radio frequency data communication equipment,1,1,,,0
Ireland,Ireland,Other,Agency fuel cards.,1,1,220000.0,,0
Canada federal,Canada,Other,*Profile extrusions,1,1,,,0
Canada federal,Canada,Other,*Contact printer,1,1,,,0
Canada federal,Canada,Other,*Data Voice or Multimedia Network Equipment or Platforms and Accessories *Video networking equipment *Audio and visual presentation and composing equipment *Audio visual equipment accessories,1,1,,,0
Canada federal,Canada,Other,*Cutting equipment *Metal cutting machines,1,1,,,0
Canada federal,Canada,Other,*Obstetrics and gynecology equipment and supplies,1,1,,,0
Canada federal,Canada,Other,*Medical radiological imaging information and archiving products *Communications Devices and Accessories *Professional procurement services,1,1,,,0
Canada federal,Canada,Other,*Information technology consultation services *Military education *Military services and national defense *Military science and research,1,1,,,0
Ireland,Ireland,Other,Lock gates.,1,1,600000.0,,0
Ireland,Ireland,Other,Surfacing work except for roads.,1,1,270000.0,,0
Canada federal,Canada,Other,*Cloud-based software as a service *Content management process as a service,1,1,,,0
Canada federal,Canada,Other,*Software *Business function specific software *Data management and query software *Industry specific software,1,1,,,0
Canada federal,Canada,Other,*Recreational drone *Electronic component parts and raw materials and accessories,1,1,,,0
Ireland,Ireland,Other,Touch screen monitors.,1,1,1000000.0,,0
Canada federal,Canada,Other,*Business and corporate management consultation services *Human resources services *Personnel recruitment *Human resource management process as a service,1,1,,,0
Canada federal,Canada,Other,*Prepared and preserved foods *Hotels and lodging and meeting facilities,1,1,,,0
Canada federal,Canada,Other,*Electrical wire management devices and accessories and supplies,1,1,,,0
Canada federal,Canada,Other,*Dam engineering *Geotechnical or geoseismic engineering,1,1,,,0
Ireland,Ireland,Other,Voltmeters.,1,1,500000.0,,0
Ireland,Ireland,Other,Desalination apparatus.,1,1,400000.0,,0
Canada federal,Canada,Other,*Electrical wire and cable and harness *Power generation *Electronic hardware and component parts and accessories *Electrical equipment and components and supplies,1,1,,,0
Canada federal,Canada,Other,*Plumbing system maintenance or repair *Landscaping services *Commercial and office building renovation and repair service *Heating and cooling and air conditioning HVAC installation and maintenance service *Electrical system services *Plastering and drywall services *Carpentry services *Window and door installation and erection services *Roofing service *Concrete installation and repair services,1,1,,,0
Canada federal,Canada,Other,*Portable or modular office rental service *Portable toilet rental service,1,1,,,0
Canada federal,Canada,Other,*Desking systems,1,1,,,0
Canada federal,Canada,Other,*Specialized educational services *Military education,1,1,,,0
Canada federal,Canada,Other,*Classification folder *Screens for panel systems *Freestanding lighting or power or data components *Freestanding tables *Lounge seating *Worksurfaces *Study carrels,1,1,,,0
Ireland,Ireland,Other,Conveyor equipment.,1,1,135000.0,,0
Canada federal,Canada,Other,*Lead assemblies,1,1,,,0
Ireland,Ireland,Other,"Curtains, drapes, valances and textile blinds.",1,1,30000.0,,0
Canada federal,Canada,Other,*Safety fence and net for rock drop,1,1,,,0
Canada federal,Canada,Other,*Human resources consulting service *Military services and national defense,1,1,,,0
Ireland,Ireland,Other,Ophthalmology equipment.,1,1,206500.0,,0
Canada federal,Canada,Other,*Building and Facility Construction and Maintenance Services *Building construction management,1,1,,,0
Canada federal,Canada,Other,*Gates,1,1,,,0
Canada federal,Canada,Other,*Communications Devices and Accessories *Two way radios *Radio services,1,1,,,0
TED,LS,Creative / communications,Design / publishing,1,1,2700000.0,,0
Canada federal,Canada,Other,*Textile working machinery and equipment and accessories *Assembly machines,1,1,,,0
Canada federal,Canada,Other,*Furniture *Desks,1,1,,,0
Canada federal,Canada,Other,"*Electronic Countermeasures, Counter-Countermeasures and Quick Reaction Capability Equipment",1,1,,,0
Canada federal,Canada,Other,*Marine conservation strategy planning,1,1,,,0
Canada federal,Canada,Other,*Aircraft *Civilian and commercial rotary wing aircraft *Military fixed wing aircraft *Aircraft equipment *Aircraft environmental control systems and components,1,1,,,0
Canada federal,Canada,Other,*Passenger air transportation *Management advisory services *Market research *Business administration services *Economic analysis *Statistics *Methodology and analysis,1,1,,,0
Canada federal,Canada,Other,*Business and corporate management consultation services *Safety or risk analysis,1,1,,,0
Canada federal,Canada,Other,*Educational or reference software *Developmental and professional teaching aids and materials and accessories and supplies *Education and Training Services *Vocational training *Alternative educational systems *Educational institutions *Specialized educational services *Educational facilities,1,1,,,0
Canada federal,Canada,Other,*Passenger motor vehicles *Database information retrieval,1,1,,,0
Canada federal,Canada,Other,*Concrete and mortars *Cement *Insulation *Roofing materials *Roofing accessories *Siding and exterior wall materials *Ceiling materials *Flooring *Doors *Windows *Garage doors and operators *Screws *Nails *Silicone tubing,1,1,,,0
Ireland,Ireland,Other,Filter paper.,1,1,210000.0,,0
Canada federal,Canada,Other,*Management advisory services *Strategic planning consultation services *Corporate objectives or policy development *Risk management consultation service *Human resources consulting service *Process and procedures management consultation service,1,1,,,0
Canada federal,Canada,Other,*Harbor or water ports engineering *Coastal engineering,1,1,,,0
Canada federal,Canada,Other,*Project management *Economic forecasts,1,1,,,0
Canada federal,Canada,Other,*Data services *Online data processing service *Data processing or preparation services *Data conversion service,1,1,,,0
Canada federal,Canada,Other,*Cleaning Equipment and Supplies *Cleaning and janitorial services,1,1,,,0
Canada federal,Canada,Other,*Risk or hazard assessment *Risk management consultation service *Demining risk analysis or assessment or evaluation service *Safety or risk analysis,1,1,,,0
Ireland,Ireland,Other,Network upgrade.,1,1,70000.0,,0
Canada federal,Canada,Other,*Regional or location studies for projects,1,1,,,0
Canada federal,Canada,Other,*Office furniture *Guest seating *Executive seating,1,1,,,0
Ireland,Ireland,Other,Milk analysers.,1,1,,,0
Canada federal,Canada,Other,*Scrap and waste materials,1,1,,,0
Canada federal,Canada,Other,*Environmental impact assessment *Environmental reporting services *Environmental protection,1,1,,,0
Canada federal,Canada,Other,*Accommodation furniture *Furniture *Chairs,1,1,,,0
Canada federal,Canada,Other,"*Workplace safety equipment and supplies and training materials *Workplace safety training aids and materials *Safety training services *Training planning, facilitation and delivery services",1,1,,,0
Ireland,Ireland,Other,Plants.,1,1,221000.0,,0
Canada federal,Canada,Other,*Electronic reference material,1,1,,,0
